"Hillnumber","Hillname","_Section","ParentMa","ParentSMC","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude","GridrefXY","Country","Tumponly","MVNumber","classification"
2239,"Pen Allt-mawr",32.1,2229,NULL,719.6,2361,"SO206243","SO 20690 24307","SO 2044 2861",616.1,103.5,"no feature 30m S of trig point","ground higher than base of trig point at SO 20691 24334","Abney level","2020-01-05 00:00:00",NULL,"161","OL13N OL13S",320688,224302,51.911587,-3.154432,"SO2068824302","W",0,NULL,"{Hu,Sim,Hew,N}"
2240,"Fan y Big",32.1,2233,NULL,716.7,2351,"SO036206","SO 03654 20669","SO037198",688.2,28.5,"no feature",NULL,"obvious summit/Trimble GeoXH 6000","2018-07-16 00:00:00",NULL,"160","OL12E",303652,220664,51.876199,-3.401011,"SO0365220664","W",0,NULL,"{N,sSim}"
2241,"Rhos Dirion",32.1,2229,NULL,713.4,2341,"SO211333","SO 21186 33347","SO 2060 3259",691.1,22.3,"no feature: ground 70m SE of trig point","trig point is at SO 21149 33406; ground 20m SE of trig at SO 21158 33387 is slightly lower",NULL,"2020-03-31 00:00:00",NULL,"161","OL13N",321184,233342,51.99292,-3.149298,"SO2118433342","W",0,NULL,"{N,sSim}"
2242,"Black Mountain",32.1,NULL,NULL,703.6,2308,"SO255353","SO 25523 35390","SO235352",549,155,"no feature 12m W of path","summit 350m S at SO 25560 35023 c.20m W of path is 1m lower","KR 2x Hand Level/Trimble GeoXH 6000","2019-03-19 00:00:00","Bridge and B&L summit lies 350m south near 703m spot. Herefordshire County Top is probably on the path 12m E of the northern summit or a few metres from the path at the southern summit","161","OL13N",325521,235385,52.011884,-3.08659,"SO2552135385","W",0,NULL,"{Ma,Sim,Hew,N,CoH,CoU,CoA}"
2243,"Pen Cerrig-calch",32.1,2229,NULL,701,2300,"SO216224","SO 21655 22419","SO212228",649,52,"ancient cairn","higher than trig point at SO 21707 22368 and ground 90m SE at SO 21722 22360","Abney level","2001-10-28 00:00:00",NULL,"161","OL13S",321653,222414,51.894753,-3.139976,"SO2165322414","W",0,NULL,"{Sim,Hew,N}"
2244,"Twmpa",32.1,2229,NULL,690,2264,"SO224350","SO 22482 35062","SO219344",611,79,"cairn",NULL,NULL,"2001-10-28 00:00:00",NULL,"161","OL13N",322480,235057,52.008519,-3.130815,"SO2248035057","W",0,NULL,"{Sim,Hew,N}"
2245,"Chwarel y Fan",32.1,2229,NULL,679,2228,"SO258294","SO 25819 29417","SO243308",607,72,"cairn","two knolls to SE are just lower","Abney level","2007-06-30 00:00:00",NULL,"161","OL13N",325817,229412,51.958231,-3.080984,"SO2581729412","W",0,NULL,"{Sim,Hew,N,CoH,CoU,CoA}"
2246,"Waun Lefrith",32.1,5603,NULL,676.1,2218,"SN798214","SN 79837 21454","SN 8008 2135",660.2,15.9,"cairn",NULL,"Abney level","2020-06-14 00:00:00",NULL,"160","OL12W",279834,221449,51.878626,-3.74711,"SN7983421449","W",0,NULL,"{N}"
2248,"Fan Fraith",32.1,2238,NULL,668,2192,"SN887183","SN 88757 18336","SN887185",652,16,"small cairn on peat hag","alternative summit 100m NNE at SN 88800 18427","Abney level","2012-08-15 00:00:00",NULL,"160","OL12W",288755,218331,51.852456,-3.616576,"SN8875518331","W",0,NULL,"{N}"
2249,"Fan Nedd",32.1,NULL,NULL,663,2175,"SN913184","SN 91335 18413","SN904192",489,174,"trig point",NULL,NULL,"2012-12-10 00:00:00",NULL,"160","OL12E",291332,218408,51.853656,-3.579186,"SN9133218408","W",0,NULL,"{Ma,Sim,Hew,N}"
2250,"Mynydd Llysiau",32.1,2229,NULL,663,2175,"SO207279","SO 20707 27947","SO211267",623,40,"cairn","SE summit is lower","Abney level","2001-10-28 00:00:00",NULL,"161","OL13N",320705,227942,51.94431,-3.155024,"SO2070527942","W",0,NULL,"{Sim,Hew,N}"
2251,"Pen Twyn Mawr",32.1,2229,NULL,658,2159,"SO242267","SO 24228 26728","SO242270",641,17,"no feature 15m NE of cairn",NULL,"Abney level","2012-08-15 00:00:00",NULL,"161","OL13N",324226,226723,51.933844,-3.10354,"SO2422626723","W",0,NULL,"{N}"
2252,"Allt Lwyd",32.1,2233,NULL,653.1,2143,"SO078189","SO 07862 18915","SO 0753 1911",625.4,27.7,"small cairn",NULL,"Trimble GeoXH 6000","2014-10-19 00:00:00",NULL,"160","OL12E",307860,218910,51.861144,-3.339432,"SO0786018910","W",0,NULL,"{N,sSim}"
2253,"Pen Twyn Glas",32.1,2229,NULL,646,2119,"SO213257","SO 21303 25738","SO 2072 2538",625.9,20.1,"small cairn",NULL,"obvious summit","2020-03-31 00:00:00",NULL,"161","OL13N",321301,225733,51.924538,-3.145849,"SO2130125733","W",0,NULL,"{N,sSim}"
2255,"Garreg Las [Twyn-Swnd]",32.1,5603,NULL,635,2083,"SN777203","SN 77747 20331","SN786213",543,92,"northerly of two huge ancient cairns","25m ESE of ancient cairn ground is higher than visible base of cairn; S cairn is at SN 77735 20289 and is 40m from N cairn","Abney level","2001-10-28 00:00:00",NULL,"160","OL12W",277744,220326,51.86808,-3.777059,"SN7774420326","W",0,NULL,"{Sim,Hew,N,sHu}"
2256,"Fan Llia",32.1,2237,NULL,631.9,2073,"SN938186","SN 93835 18615","SN 9463 2103",531.9,100,"a few flat stones",NULL,"obvious summit","2019-05-19 00:00:00",NULL,"160","OL12E",293833,218610,51.855953,-3.542963,"SN9383318610","W",0,NULL,"{Hu,Sim,Hew,N}"
2257,"Fan Frynych",32.1,2237,NULL,628.3,2061,"SN957227","SN 95793 22791","SN 9596 2211",582.2,46.1,"ground by elevated trig point",NULL,"obvious summit","2020-12-24 00:00:00",NULL,"160","OL12E",295791,222786,51.893856,-3.515805,"SN9579122786","W",0,NULL,"{Sim,Hew,N}"
2258,"Craig Cerrig-gleisiad",32.1,2237,NULL,629,2064,"SN960218","SN 96071 21805","SN 9666 2027",554.3,74.7,"ground by cairn",NULL,"Abney level","2020-12-24 00:00:00",NULL,"160","OL12E",296069,221800,51.885046,-3.511469,"SN9606921800","W",0,NULL,"{Sim,Hew,N}"
2259,"Y Gyrn",32.1,2226,NULL,618.7,2030,"SN988216","SN 98898 21612","SN 9916 2211",591.4,27.3,"small cairn with post",NULL,"Abney level","2020-03-31 00:00:00",NULL,"160","OL12E",298896,221607,51.883832,-3.470352,"SN9889621607","W",0,NULL,"{N,sSim}"
2260,"Cefn yr Ystrad",32.1,NULL,NULL,617.3,2025,"SO086137","SO 08697 13737","SO 0524 1723",440.1,177.2,"ground by trig point","ground by ancient cairn at SO 08801 13630 is c 0.5m lower",NULL,"2021-04-10 00:00:00",NULL,"160","OL12E",308695,213732,51.814738,-3.325942,"SO0869513732","W",0,NULL,"{Ma,Sim,Hew,N}"
2261,"Garreg Lwyd [Moel Gornach]",32.1,5603,NULL,616,2021,"SN740179","SN 74042 17930","SN766185",512,104,"ancient cairn","15m NNE of trig point (SN 74037 17917)","Abney level","2001-10-28 00:00:00",NULL,"160","OL12W",274039,217925,51.845678,-3.829967,"SN7403917925","W",0,NULL,"{Hu,Sim,Hew,N}"
2302,"The Cheviot",33,NULL,NULL,815,2674,"NT909205","NT 90905 20523","NT403006",259,556,"trig point","ground 50m S at NT 90916 20477 and 120m W at NT 90783 20526 as high","Abney level","2001-10-28 00:00:00",NULL,"74 75","OL16E",390906,620527,55.478471,-2.145443,"NT9090620527","E",0,NULL,"{Ma,Sim,Hew,N,CoH,CoU,CoA}"
2306,"Hedgehope Hill",33,2302,NULL,714.4,2344,"NT943197","NT 94386 19788","NT 9320 1931",567.1,147.2,"trig point on ancient cairn","height value refers to edge of ancient cairn (NT 94381 19798) which is highest visible natural ground","Abney level/Leica Disto D510/Leica RX1250","2014-12-08 00:00:00",NULL,"80","OL16E",394387,619792,55.47192,-2.090354,"NT9438719792","E",0,NULL,"{Hu,Sim,Hew,N,sMa}"
2307,"Comb Fell",33,2302,NULL,652.8,2142,"NT924187","NT 92414 18732","NT909187",583,70,"thick fence post at bend in fence","ground to 35m W at NT 92378 18735 is as high","Abney level/Leica Disto D510/Leica RX1250","2014-12-08 00:00:00","Bridge summit 470m W at NT 91885 18752","80","OL16E",392415,618736,55.462404,-2.121519,"NT9241518736","E",0,NULL,"{Sim,Hew,N}"
2308,"Windy Gyle",33,2302,NULL,619,2031,"NT855152","NT 85538 15210","NT878168",506,113,"trig point","trig point on Russell's cairn; ground 50m SE nearly as high","Abney level","2011-07-20 00:00:00",NULL,"80","OL16E",385539,615213,55.4306,-2.230078,"NT8553915213","ES",0,NULL,"{Hu,Sim,Hew,N,D}"
2309,"Cushat Law",33,2302,NULL,616.2,2022,"NT928137","NT 92812 13747","NT 9046 1572",468.3,147.9,"no feature: ground midway between fence and windshelter","wind shelter on lower ground although top stones higher than cairn","Abney level/Leica Disto D510/Leica RX1250","2014-12-08 00:00:00","alternative col at NT900170","80","OL16E",392813,613750,55.417617,-2.115094,"NT9281313750","E",0,NULL,"{Hu,Sim,Hew,N,sMa}"
2310,"Bloodybush Edge",33,2302,NULL,609.8,2001,"NT902143","NT 90223 14342","NT 9138 1434",496,113.8,"trig point","ground 10m N just over fence at NT 90226 14347 and ground 15m SE of trig point at NT 90232 14326 is as high","Abney level/Leica Disto D510/Leica RX1250","2014-12-08 00:00:00","col height measured to be 496.0m","80","OL16E",390224,614345,55.422918,-2.156014,"NT9022414345","E",0,NULL,"{Hu,Sim,Hew,N}"
2319,"Skiddaw",34.1,NULL,NULL,930.4,3052,"NY260290","NY 26043 29080","NY 3713 3065",224.7,705.7,"rock 5m S of trig point between trig point and shelter","note Wainwright and Birkett describe trig point as summit","obvious summit","2021-02-06 00:00:00",NULL,"89 90","OL4S",326042,529081,54.651391,-3.147761,"NY2604229081","E",0,NULL,"{Ma,F,Sim,Hew,N,W,B,Sy,Fel}"
2320,"Blencathra - Hallsfell Top",34.1,NULL,NULL,867.8,2847,"NY323277","NY 32345 27708","NY295289",407,461,"rock 1m N of trig point","ground 2m N of trig point about as high","Abney level/Leica RX1250","2019-05-19 00:00:00",NULL,"90","OL5S",332344,527709,54.639949,-3.049789,"NY3234427709","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2321,"Skiddaw Little Man",34.1,2319,NULL,865,2838,"NY266277","NY 26676 27792","NY265280",804,61,"rock 5m NW of cairn","Wainwright summit is the cairn (NY 26680 27785)","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",326675,527793,54.639911,-3.137629,"NY2667527793","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2322,"Gategill Fell Top",34.1,2320,NULL,852.2,2796,"NY317273","NY 31782 27354","NY 3196 2751",834.1,18.1,"overhanging rock 5m E of cairn",NULL,"Abney level/Leica RX1250","2019-05-19 00:00:00",NULL,"90","OL5S",331781,527355,54.636693,-3.058428,"NY3178127355","E",0,NULL,"{N,B,Sy}"
2323,"Atkinson Pike [Foule Crag]",34.1,2320,NULL,845,2772,"NY324283","NY 32436 28300","NY323279",829,16,"rock 3m W of cairn","rock is about 50cm higher than cairn base","Abney level","2012-08-15 00:00:00",NULL,"90","OL5S",332435,528301,54.645281,-3.048516,"NY3243528301","E",0,NULL,"{N,B,Sy}"
2325,"Carl Side",34.1,2319,NULL,746.8,2450,"NY254280","NY 25496 28088","NY 2558 2826",718.6,28.3,"loose pile of rocks",NULL,"Abney level","2021-01-16 00:00:00",NULL,"89 90","OL4S",325495,528089,54.642398,-3.155984,"NY2549528089","E",0,NULL,"{N,W,B,Sy,Fel,sSim}"
2326,"Long Side",34.1,2319,NULL,734,2408,"NY248284","NY 24880 28444","NY251283",694,40,"cairn","ground 35m W at NY 24844 28447 is 1.5m lower","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",324879,528445,54.645505,-3.165618,"NY2487928445","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2327,"Lonscale Fell",34.1,2319,NULL,715,2346,"NY285271","NY 28545 27144","NY280273",665,50,"no feature: ground 25m S of cairn","cairn (NY 28540 27171) is Wainwright and Birkett summit","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",328544,527145,54.634357,-3.108518,"NY2854427145","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2328,"Knott",34.1,NULL,NULL,710,2329,"NY296329","NY 29617 32984","NY279303",468,242,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL4N",329616,532985,54.686982,-3.093322,"NY2961632985","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2329,"Bowscale Fell",34.1,2320,NULL,702,2303,"NY333305","NY 33339 30541","NY327291",615,87,"stone shelter","cairn 50m NE at NY 33382 30609 is c 2m lower","Abney level","2001-10-28 00:00:00",NULL,"90","OL5N OL5S",333338,530542,54.665538,-3.035037,"NY3333830542","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2331,"Great Calva",34.1,2328,NULL,691,2267,"NY290311","NY 29089 31188","NY 2871 3237",548.8,142,"cairn",NULL,"obvious summit","2021-08-31 00:00:00",NULL,"89 90","OL4N",329088,531189,54.67077,-3.101074,"NY2908831189","E",0,NULL,"{Hu,Sim,Hew,N,sMa,W,B,Sy,Fel}"
2332,"Bannerdale Crags",34.1,2320,NULL,684.1,2244,"NY335290","NY 33530 29026","NY331297",646,38,"rock 3m NE of pile of stones","Wainwright's cairn is 100m NE at NY 33612 29076 and is lower","Abney level","2020-04-06 00:00:00",NULL,"90","OL5S",333529,529027,54.65195,-3.031731,"NY3352929027","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2334,"Sale How",34.1,2319,NULL,666,2185,"NY276286","NY 27619 28625","NY273286",648,18,"rock outcrop","no cairn on summit; grassy mound 5m W is 5cm lower","Abney level","2012-08-15 00:00:00",NULL,"89 90","OL4S",327618,528626,54.647532,-3.123227,"NY2761828626","E",0,NULL,"{N,B,Sy}"
2336,"Carrock Fell",34.1,2328,NULL,662.3,2173,"NY341336","NY 34169 33639","NY 3250 3420",572.4,89.9,"large cairn",NULL,"obvious summit","2021-01-16 00:00:00",NULL,"90","OL5N",334168,533640,54.693484,-3.02287,"NY3416833640","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2337,"High Pike (Caldbeck)",34.1,2328,NULL,658,2159,"NY318350","NY 31877 35001","NY 3026 3350",589.9,68,"large cairn/windshelter","trig point 8m N is slightly lower",NULL,"2020-01-05 00:00:00","Col surveyed by Leica NA730/Leica GS15. Dropped from Trail 100 list Jan 2020","90","OL5N",331876,535002,54.705416,-3.058742,"NY3187635002","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2341,"Hare Stones",34.1,2328,NULL,627,2057,"NY315343","NY 31515 34393","NY317346",611,16,"ground 10m NW of small cairn","cairn (NY 31523 34388 is 20cm lower and is the Birkett)","Abney level","2012-08-15 00:00:00",NULL,"90","OL5N",331514,534394,54.699904,-3.064216,"NY3151434394","E",0,NULL,"{N,B,Sy}"
2342,"Great Lingy Hill",34.1,2328,NULL,616,2021,"NY310339","NY 31009 33975","NY311342",598,18,"cairn",NULL,NULL,"2012-08-15 00:00:00",NULL,"90","OL5N",331008,533976,54.696079,-3.071967,"NY3100833976","E",0,NULL,"{N,B,Sy}"
2343,"Miller Moss [Little Lingy Hill]",34.1,2328,NULL,610.1,2002,"NY303338","NY 30367 33887","NY 3066 3379",590.3,19.8,"rock 8m S of cairn","cairn (NY 30369 33895) is 30cm lower and is Birkett","Leica NA730/Leica GS15","2018-08-11 00:00:00",NULL,"90","OL4N OL5N",330366,533888,54.6952,-3.081906,"NY3036633888","E",0,NULL,"{N,B,Sy}"
2359,"Scafell Pike",34.2,NULL,NULL,978.07,3209,"NY215072","NY 21541 07216","SJ630333",66,912,"rock by trig point",NULL,"Leica NA730/Leica GS15","2017-11-07 00:00:00",NULL,"89 90","OL6N",321540,507217,54.454263,-3.211682,"NY2154007217","E",0,NULL,"{Ma,F,Sim,Hew,N,W,B,Sy,Fel,CoH,CoU,CoA}"
2360,"Scafell",34.2,2359,NULL,963.9,3162,"NY206064","NY 20682 06478","NY 2102 0690",831.6,132.2,"cairn on rock N of windshelter",NULL,"Abney level/Leica RX1250","2017-12-13 00:00:00","Formerly on Marilyn list","89 90","OL6N",320681,506479,54.447498,-3.224731,"NY2068106479","E",0,NULL,"{Hu,F,Sim,Hew,N,W,B,Sy,Fel}"
2361,"Symonds Knott",34.2,2359,NULL,959.3,3147,"NY207067","NY 20789 06756","NY 2076 0665",938.4,20.9,"cairn on rock","rocky tor 30m SW at NY 20770 06735 is 2m lower","Abney level/Leica RX1250","2017-12-13 00:00:00",NULL,"89 90","OL6N",320788,506757,54.450013,-3.223155,"NY2078806757","E",0,NULL,"{N,sSim,Sy}"
2362,"Ill Crag",34.2,2359,NULL,930.9,3054,"NY223073","NY 22320 07349","NY 2210 0755",882.3,48.6,"rock 2m NE of cairn","rock is about 75cm higher than cairn 30m away on W top at NY 22292 07342","Abney level/Leica RX1250","2017-12-13 00:00:00",NULL,"89 90","OL6N",322319,507350,54.455577,-3.199705,"NY2231907350","E",0,NULL,"{F,Sim,Hew,N,B,Sy}"
2363,"Broad Crag",34.2,2359,NULL,935.3,3069,"NY218075","NY 21857 07554","NY 2173 0743",877.6,57.7,"rock",NULL,"obvious summit/Leica RX1250","2017-12-13 00:00:00",NULL,"89 90","OL6N",321856,507555,54.457348,-3.206899,"NY2185607555","E",0,NULL,"{F,Sim,Hew,N,B,Sy}"
2364,"Great End",34.2,2359,NULL,909.5,2984,"NY226083","NY 22672 08385","NY 2257 0802",853.4,56.1,"cairn on outcrop","cairn 160m W at NY 22532 08465 is c 1m lower","Abney level/Leica RX1250","2017-12-13 00:00:00",NULL,"89 90","OL6N",322671,508386,54.46494,-3.194548,"NY2267108386","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2365,"Bowfell",34.2,2359,NULL,902.9,2962,"NY244064","NY 24475 06449","NY 2335 0803",754.6,148.2,"rib of rock 5m NE of cairn",NULL,"Abney level/Leica RX1250","2017-12-13 00:00:00",NULL,"89 90","OL6N",324474,506450,54.447816,-3.166242,"NY2447406450","E",0,NULL,"{Hu,Sim,Hew,N,sMa,W,B,Sy,Fel}"
2367,"Great Gable",34.2,NULL,NULL,899,2949,"NY211103","NY 21101 10320","NY219094",474,425,"stone on rock",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL4S OL6N",321100,510321,54.482084,-3.219296,"NY2110010321","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2368,"Pillar",34.2,NULL,NULL,892.4,2928,"NY171121","NY 17126 12104","NY 1916 1142",543.7,348.7,"trig point",NULL,"obvious summit","2021-01-16 00:00:00",NULL,"89 90","OL4S",317125,512105,54.497479,-3.281134,"NY1712512105","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2369,"Esk Pike",34.2,2359,NULL,885,2904,"NY236075","NY 23651 07504","NY240071",773,112,"rib of rock with small cairn","rib of rock 4mNE is as high; large cairn 30m NE at NY 23671 07527 is lower","Abney level","2009-11-20 00:00:00",NULL,"89 90","OL6N",323650,507505,54.457172,-3.179219,"NY2365007505","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2370,"Bowfell North Top",34.2,2359,NULL,866,2841,"NY244070","NY 24456 07001","NY244069",851,15,"cairn","rock 4m N is of similar height to rock in cairn","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",324455,507002,54.452773,-3.166676,"NY2445507002","E",0,NULL,"{N,Sy}"
2371,"Crinkle Crags - Long Top [Second Crinkle]",34.2,2359,NULL,859,2818,"NY248048","NY 24866 04872","NY248060",720,139,"cairn","North cairn is higher than South cairn","obvious summit","2016-12-04 00:00:00",NULL,"89 90","OL6N",324865,504873,54.433704,-3.159813,"NY2486504873","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2372,"Grasmoor",34.2,NULL,NULL,851.6,2794,"NY174203","NY 17485 20351","NY 1928 1761",333.4,518.2,"ground by windshelter","ground 100m ENE at NY 17580 20375 is 0.5m lower","Abney level","2018-11-11 00:00:00",NULL,"89 90","OL4S",317484,520352,54.571635,-3.277905,"NY1748420352","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2373,"Scoat Fell",34.2,2368,NULL,841,2759,"NY159113","NY 15941 11394","NY168117",755,86,"rock N of wall",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89","OL4S",315939,511395,54.490904,-3.299224,"NY1593911395","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2374,"Crag Hill [Eel Crag]",34.2,2372,NULL,839.2,2753,"NY192203","NY 19274 20333","NY 1860 2015",722.5,116.7,"no feature 35m S of trig point","30cm higher than trig point at NY 19270 20365. Note trig point is Wainwright summit.","Abney level","2018-11-11 00:00:00",NULL,"89 90","OL4S",319273,520334,54.571762,-3.250234,"NY1927320334","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2376,"Crinkle Crags South Top [First Crinkle]",34.2,2359,NULL,834,2736,"NY250045","NY 25005 04556","NY249047",802,32,"cairn",NULL,"obvious summit","2009-06-08 00:00:00",NULL,"89 90","OL6N",325004,504557,54.430885,-3.157591,"NY2500404557","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2377,"Black Crag",34.2,2368,NULL,828,2717,"NY166116","NY 16602 11661","NY162115",794,34,"prominent rock 8m WSW of small cairn","rock is 40m E of larger cairn at NY 16555 11670","Abney level","2008-11-10 00:00:00",NULL,"89","OL4S",316601,511662,54.493413,-3.289097,"NY1660111662","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2378,"Red Pike (Wasdale)",34.2,2368,NULL,826,2710,"NY165106","NY 16532 10606","NY161110",764,62,"cairn",NULL,NULL,"2001-10-28 00:00:00",NULL,"89","OL4S OL6N",316531,510607,54.483922,-3.289879,"NY1653110607","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2379,"Steeple",34.2,2368,NULL,819,2687,"NY157116","NY 15755 11674","NY157116",795,24,"rock 2m NE of cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89","OL4S",315754,511675,54.493389,-3.302174,"NY1575411675","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2380,"Shelter Crags",34.2,2359,NULL,815,2674,"NY249053","NY 24973 05347","NY 2497 0525",784,31,"cairn",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",324972,505348,54.437988,-3.158284,"NY2497205348","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2381,"High Stile [Grey Crag - High Stile]",34.2,NULL,NULL,806.4,2646,"NY170148","NY 17009 14817","NY189133",445,361,"small cairn","higher than larger cairn 50m SW at NY 16972 14787; probably higher than hill 3728 270m WSW at NY 16740 14787","Abney level","2021-10-30 00:00:00","Hill 3728 at NY167147 is Wainwright, B&L top and another Birkett","89 90","OL4S",317008,514818,54.521835,-3.283704,"NY1700814818","E",0,NULL,"{Ma,Sim,Hew,N,B,Sy,Fel}"
2382,"Lingmell",34.2,2359,NULL,807,2648,"NY209081","NY 20934 08177","NY210079",735,72,"rock 3m E of cairn","finger of rock on N top is at least as high","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",320933,508178,54.462803,-3.2213,"NY2093308178","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2383,"Kirk Fell",34.2,NULL,NULL,802,2631,"NY194104","NY 19495 10486","NY206106",621,181,"large windshelter",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL4S OL6N",319494,510487,54.483323,-3.244123,"NY1949410487","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2384,"Green Gable",34.2,2367,NULL,801,2628,"NY214107","NY 21466 10716","NY214105",751,50,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL4S OL6N",321465,510717,54.485699,-3.213769,"NY2146510717","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2385,"Haycock",34.2,2368,NULL,797,2615,"NY144107","NY 14480 10716","NY148109",703,94,"large cairn on rock on S side of wall","Wainwright claims windshelter on N side of wall (NY 14475 10726) is marginally higher",NULL,"2001-10-28 00:00:00",NULL,"89","OL4S OL6N",314478,510717,54.484568,-3.321576,"NY1447810717","E",0,NULL,"{Sim,Hew,N,sHu,W,B,Sy,Fel}"
2386,"Grisedale Pike",34.2,NULL,NULL,791,2595,"NY198225","NY 19841 22547","NY188213",602,189,"cairn",NULL,NULL,"2001-10-28 00:00:00",NULL,"89 90","OL4S",319840,522548,54.591745,-3.242071,"NY1984022548","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2387,"Kirk Fell East Top [Kirk Fell North Top]",34.2,2383,NULL,787,2582,"NY199107","NY 19916 10699","NY 1972 1069",750.7,36,"cairn on rock",NULL,"obvious summit","2020-04-06 00:00:00",NULL,"89 90","OL4S OL6N",319915,510700,54.485304,-3.237685,"NY1991510700","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2388,"Allen Crags",34.2,2359,NULL,785,2575,"NY236085","NY 23671 08527","NY234083",725,60,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL6N",323670,508528,54.466367,-3.179175,"NY2367008528","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2389,"Glaramara",34.2,2359,NULL,783,2569,"NY245104","NY 24600 10456","NY240093",662,121,"pointed rock 10m south of cairn","Nuttall summit; Wainwright summit (cairn) 160m NE at NY 24722 10561 and cairn 55m W are lower","Abney level","2009-11-20 00:00:00",NULL,"89 90","OL4S OL6N",324599,510457,54.483839,-3.165338,"NY2459910457","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2390,"Pillar Rock",34.2,2368,NULL,779.9,2559,"NY171123","NY 17153 12374","NY 1716 1233",761.6,18.3,"outcrop beside cairn",NULL,NULL,"2021-01-16 00:00:00",NULL,"89 90","OL4S",317152,512375,54.499909,-3.280793,"NY1715212375","E",0,NULL,"{N,B,Sy}"
2391,"Shelter Crags North Top",34.2,2359,NULL,775.7,2545,"NY249057","NY 24924 05729","NY 2488 0568",760,15.7,"cairn on rock",NULL,NULL,"2020-03-31 00:00:00",NULL,"89 90","OL6N",324923,505730,54.441413,-3.159137,"NY2492305730","E",0,NULL,"{N,Sy}"
2392,"Looking Steads (Glaramara)",34.2,2359,NULL,775,2543,"NY245101","NY 24587 10171","NY246103",753,22,"rock",NULL,"obvious summit","2009-06-08 00:00:00",NULL,"89 90","OL4S OL6N",324586,510172,54.481276,-3.165465,"NY2458610172","E",0,NULL,"{N,sSim,B,Sy}"
2393,"Sail",34.2,2372,NULL,773,2536,"NY198202","NY 19817 20275","NY196202",741,32,"ground 10m SW of cairn","cairn is at NY 19821 20281","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",319816,520276,54.571328,-3.241821,"NY1981620276","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2394,"Wandope",34.2,2372,NULL,773.9,2539,"NY188197","NY 18820 19738","NY 1879 2002",743.4,30.5,"small pile of stones",NULL,"Abney level","2018-11-11 00:00:00",NULL,"89 90","OL4S",318819,519731,54.566272,-3.257089,"NY1881919731","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
